40,"油そば専門店ブラブラ 半田店",stores/3.jpg,"Offer Delicious Food",48,85,38438,Reichertchester,08:00:00,22:00:00,4,46,,
41,"にく屋 浄心店",stores/4.jpg,"Offer Delicious Food",28,89,76488,"West Santiagoland",08:00:00,22:00:00,5,49,,
42,TRED,stores/5.jpg,"Offer Delicious Food",31,85,16594-8283,Hudsonfurt,08:00:00,22:00:00,1,25,,
43,きんやま,stores/6.jpg,"Offer Delicious Food",21,81,37359,Kesslertown,08:00:00,22:00:00,7,44,,
44,"NAGOYA BURGER 名古屋店",stores/7.jpg,"Offer Delicious Food",26,81,54161,"New Lauren",08:00:00,22:00:00,8,35,,
45,焼肉小山,stores/8.jpg,"Offer Delicious Food",46,67,51595-7616,Nathanport,08:00:00,22:00:00,9,47,,
46,"NAGOYA BURGER 名駅店",stores/0.jpg,"Offer Delicious Food",39,81,30991,Dayanastad,08:00:00,22:00:00,1,27,,
47,Shanties,stores/1.jpg,"Offer Delicious Food",38,67,06524,Kuhnside,08:00:00,22:00:00,2,31,,
48,"割烹 柏木",stores/2.jpg,"Offer Delicious Food",20,80,99135-6589,Lucienneton,08:00:00,22:00:00,3,20,,
49,"油そば専門店ブラブラ 半田店",stores/3.jpg,"Offer Delicious Food",48,85,38438,Reichertchester,08:00:00,22:00:00,4,46,,
50,"にく屋 浄心店",stores/4.jpg,"Offer Delicious Food",28,89,76488,"West Santiagoland",08:00:00,22:00:00,5,49,,
51,TRED,stores/5.jpg,"Offer Delicious Food",31,85,16594-8283,Hudsonfurt,08:00:00,22:00:00,1,25,,
52,きんやま,stores/6.jpg,"Offer Delicious Food",21,81,37359,Kesslertown,08:00:00,22:00:00,7,44,,
53,"NAGOYA BURGER 名古屋店",stores/7.jpg,"Offer Delicious Food",26,81,54161,"New Lauren",08:00:00,22:00:00,8,35,,
54,焼肉小山,stores/8.jpg,"Offer Delicious Food",46,67,51595-7616,Nathanport,08:00:00,22:00:00,9,47,,
55,"焼き鳥七輪 栄住吉店",stores/9.jpg,"Offer Delicious Food",43,64,52187-6080,"Lake Ashtyn",08:00:00,22:00:00,10,32,,
56,"NAGOYA BURGER 名駅店",stores/0.jpg,"Offer Delicious Food",39,81,30991,Dayanastad,08:00:00,22:00:00,1,27,,
57,Shanties,stores/1.jpg,"Offer Delicious Food",38,67,06524,Kuhnside,08:00:00,22:00:00,2,31,,
58,"割烹 柏木",stores/2.jpg,"Offer Delicious Food",20,80,99135-6589,Lucienneton,08:00:00,22:00:00,3,20,,
59,"油そば専門店ブラブラ 半田店",stores/3.jpg,"Offer Delicious Food",48,85,38438,Reichertchester,08:00:00,22:00:00,4,46,,
60,"にく屋 浄心店",stores/4.jpg,"Offer Delicious Food",28,89,76488,"West Santiagoland",08:00:00,22:00:00,5,49,,
61,TRED,stores/5.jpg,"Offer Delicious Food",31,85,16594-8283,Hudsonfurt,08:00:00,22:00:00,1,25,,
62,きんやま,stores/6.jpg,"Offer Delicious Food",21,81,37359,Kesslertown,08:00:00,22:00:00,7,44,,
63,"NAGOYA BURGER 名古屋店",stores/7.jpg,"Offer Delicious Food",26,81,54161,"New Lauren",08:00:00,22:00:00,8,35,,
64,焼肉小山,stores/8.jpg,"Offer Delicious Food",46,67,51595-7616,Nathanport,08:00:00,22:00:00,9,47,,
65,"焼き鳥七輪 栄住吉店",stores/9.jpg,"Offer Delicious Food",43,64,52187-6080,"Lake Ashtyn",08:00:00,22:00:00,10,32,,
66,肉の庭,stores/10.jpg,"Offer Delicious Food",41,85,63870-7164,"North Sigurdmouth",08:00:00,22:00:00,11,30,,
67,"NAGOYA BURGER 名駅店",stores/0.jpg,"Offer Delicious Food",39,81,30991,Dayanastad,08:00:00,22:00:00,1,27,,
68,Shanties,stores/1.jpg,"Offer Delicious Food",38,67,06524,Kuhnside,08:00:00,22:00:00,2,31,,
69,"割烹 柏木",stores/2.jpg,"Offer Delicious Food",20,80,99135-6589,Lucienneton,08:00:00,22:00:00,3,20,,
70,"油そば専門店ブラブラ 半田店",stores/3.jpg,"Offer Delicious Food",48,85,38438,Reichertchester,08:00:00,22:00:00,4,46,,
71,"にく屋 浄心店",stores/4.jpg,"Offer Delicious Food",28,89,76488,"West Santiagoland",08:00:00,22:00:00,5,49,,
72,TRED,stores/5.jpg,"Offer Delicious Food",31,85,16594-8283,Hudsonfurt,08:00:00,22:00:00,1,25,,
73,きんやま,stores/6.jpg,"Offer Delicious Food",21,81,37359,Kesslertown,08:00:00,22:00:00,7,44,,
74,"NAGOYA BURGER 名古屋店",stores/7.jpg,"Offer Delicious Food",26,81,54161,"New Lauren",08:00:00,22:00:00,8,35,,
75,焼肉小山,stores/8.jpg,"Offer Delicious Food",46,67,51595-7616,Nathanport,08:00:00,22:00:00,9,47,,
76,"焼き鳥七輪 栄住吉店",stores/9.jpg,"Offer Delicious Food",43,64,52187-6080,"Lake Ashtyn",08:00:00,22:00:00,10,32,,
77,肉の庭,stores/10.jpg,"Offer Delicious Food",41,85,63870-7164,"North Sigurdmouth",08:00:00,22:00:00,11,30,,
78,"CRAFT BEER NAGOYA2",stores/11.jpg,"Offer Delicious Food",35,93,77507,Ebertview,08:00:00,22:00:00,5,31,,
79,"NAGOYA BURGER 名駅店",stores/0.jpg,"Offer Delicious Food",39,81,30991,Dayanastad,08:00:00,22:00:00,1,27,,
80,Shanties,stores/1.jpg,"Offer Delicious Food",38,67,06524,Kuhnside,08:00:00,22:00:00,2,31,,
81,"割烹 柏木",stores/2.jpg,"Offer Delicious Food",20,80,99135-6589,Lucienneton,08:00:00,22:00:00,3,20,,
82,"油そば専門店ブラブラ 半田店",stores/3.jpg,"Offer Delicious Food",48,85,38438,Reichertchester,08:00:00,22:00:00,4,46,,
83,"にく屋 浄心店",stores/4.jpg,"Offer Delicious Food",28,89,76488,"West Santiagoland",08:00:00,22:00:00,5,49,,
84,TRED,stores/5.jpg,"Offer Delicious Food",31,85,16594-8283,Hudsonfurt,08:00:00,22:00:00,1,25,,
85,きんやま,stores/6.jpg,"Offer Delicious Food",21,81,37359,Kesslertown,08:00:00,22:00:00,7,44,,
86,"NAGOYA BURGER 名古屋店",stores/7.jpg,"Offer Delicious Food",26,81,54161,"New Lauren",08:00:00,22:00:00,8,35,,
87,焼肉小山,stores/8.jpg,"Offer Delicious Food",46,67,51595-7616,Nathanport,08:00:00,22:00:00,9,47,,
88,"焼き鳥七輪 栄住吉店",stores/9.jpg,"Offer Delicious Food",43,64,52187-6080,"Lake Ashtyn",08:00:00,22:00:00,10,32,,
89,肉の庭,stores/10.jpg,"Offer Delicious Food",41,85,63870-7164,"North Sigurdmouth",08:00:00,22:00:00,11,30,,
90,"CRAFT BEER NAGOYA2",stores/11.jpg,"Offer Delicious Food",35,93,77507,Ebertview,08:00:00,22:00:00,5,31,,
91,麺屋やしろ,stores/12.jpg,"Offer Delicious Food",39,95,98020-6949,Parkerbury,08:00:00,22:00:00,13,35,,
92,"NAGOYA BURGER 名駅店",stores/0.jpg,"Offer Delicious Food",39,81,30991,Dayanastad,08:00:00,22:00:00,1,27,,
93,Shanties,stores/1.jpg,"Offer Delicious Food",38,67,06524,Kuhnside,08:00:00,22:00:00,2,31,,
94,"割烹 柏木",stores/2.jpg,"Offer Delicious Food",20,80,99135-6589,Lucienneton,08:00:00,22:00:00,3,20,,
95,"油そば専門店ブラブラ 半田店",stores/3.jpg,"Offer Delicious Food",48,85,38438,Reichertchester,08:00:00,22:00:00,4,46,,
96,"にく屋 浄心店",stores/4.jpg,"Offer Delicious Food",28,89,76488,"West Santiagoland",08:00:00,22:00:00,5,49,,
97,TRED,stores/5.jpg,"Offer Delicious Food",31,85,16594-8283,Hudsonfurt,08:00:00,22:00:00,1,25,,
98,きんやま,stores/6.jpg,"Offer Delicious Food",21,81,37359,Kesslertown,08:00:00,22:00:00,7,44,,
99,"NAGOYA BURGER 名古屋店",stores/7.jpg,"Offer Delicious Food",26,81,54161,"New Lauren",08:00:00,22:00:00,8,35,,
100,焼肉小山,stores/8.jpg,"Offer Delicious Food",46,67,51595-7616,Nathanport,08:00:00,22:00:00,9,47,,
